Paustralie_1	FX803256.1
Paustralie_3218	FX800058.1
Paustralie_3219	FX800057.1
Paustralie_3220	FX800056.1
Paustralie_3221	FX800055.1
Paustralie_3222	FX800054.1
Paustralie_3223	FX800053.1
Paustralie_3224	FX800052.1
Paustralie_3225	FX800051.1
Paustralie_3226	FX800050.1
Paustralie_3227	FX800049.1
Paustralie_3228	FX800048.1
Paustralie_3229	FX800047.1
Paustralie_3230	FX800046.1
Paustralie_3231	FX800045.1
Paustralie_3232	FX800044.1
Paustralie_3233	FX800043.1
Paustralie_3234	FX800042.1
Paustralie_3235	FX800041.1
Paustralie_3236	FX800040.1
Paustralie_3237	FX800039.1
Paustralie_3238	FX800038.1
Paustralie_3239	FX800037.1
Paustralie_3240	FX800036.1
Paustralie_3241	FX800035.1
Paustralie_3242	FX800034.1
Paustralie_3243	FX800033.1
Paustralie_3244	FX800032.1
Paustralie_3245	FX800031.1
Paustralie_3246	FX800030.1
Paustralie_3247	FX800029.1
Paustralie_3248	FX800028.1
Paustralie_3249	FX800027.1
Paustralie_3250	FX800026.1
Paustralie_3251	FX800025.1
Paustralie_3252	FX800024.1
Paustralie_3253	FX800023.1
Paustralie_3254	FX800022.1
Paustralie_3255	FX800021.1
Paustralie_3256	FX800020.1
Paustralie_3257	FX800019.1
Paustralie_3258	FX800018.1
Paustralie_3259	FX800017.1
Paustralie_3260	FX800016.1
Paustralie_3261	FX800015.1
Paustralie_3262	FX800014.1
Paustralie_3263	FX800013.1
Paustralie_3264	FX800012.1
Paustralie_3265	FX800011.1
Paustralie_3266	FX800010.1
Paustralie_3267	FX800009.1
Paustralie_3268	FX800008.1
Paustralie_3269	FX800007.1
Paustralie_3270	FX800006.1
Paustralie_3271	FX800005.1
Paustralie_3272	FX800004.1
Paustralie_3273	FX800003.1
Paustralie_3274	FX800002.1
Paustralie_3275	FX800001.1
Paustralie_3276	FX800000.1
Paustralie_3277	FX799999.1
Paustralie_3278	FX799998.1
Paustralie_3279	FX799997.1
Paustralie_3280	FX799996.1
Paustralie_3281	FX799995.1
Paustralie_3282	FX799994.1
Paustralie_3283	FX799993.1
Paustralie_3284	FX799992.1
Paustralie_3285	FX799991.1
Paustralie_3286	FX799990.1
Paustralie_3287	FX799989.1
Paustralie_3288	FX799988.1
Paustralie_3289	FX799987.1
Paustralie_3290	FX799986.1
Paustralie_3291	FX799985.1
Paustralie_3292	FX799984.1
Paustralie_3293	FX799983.1
Paustralie_3294	FX799982.1
Paustralie_3295	FX799981.1
Paustralie_3296	FX799980.1
Paustralie_3297	FX799979.1
Paustralie_3298	FX799978.1
Paustralie_3299	FX799977.1
Paustralie_3300	FX799976.1
Paustralie_3301	FX799975.1
Paustralie_3302	FX799974.1
Paustralie_3303	FX799973.1
Paustralie_3304	FX799972.1
Paustralie_3305	FX799971.1
Paustralie_3306	FX799970.1
Paustralie_3307	FX799969.1
Paustralie_3308	FX799968.1
Paustralie_3309	FX799967.1
Paustralie_3310	FX799966.1
Paustralie_3311	FX799965.1
Paustralie_3312	FX799964.1
Paustralie_3313	FX799963.1
Paustralie_3314	FX799962.1
Paustralie_3315	FX799961.1
Paustralie_3316	FX799960.1
Paustralie_3317	FX799959.1
Paustralie_3318	FX799958.1
Paustralie_3319	FX799957.1
Paustralie_3320	FX799956.1
Paustralie_3321	FX799955.1
Paustralie_3322	FX799954.1
Paustralie_3323	FX799953.1
Paustralie_3324	FX799952.1
Paustralie_3325	FX799951.1
Paustralie_3326	FX799950.1
Paustralie_3327	FX799949.1
Paustralie_3328	FX799948.1
Paustralie_3329	FX799947.1
Paustralie_3330	FX799946.1
Paustralie_3331	FX799945.1
Paustralie_3332	FX799944.1
Paustralie_3333	FX799943.1
Paustralie_3334	FX799942.1
Paustralie_3335	FX799941.1
Paustralie_3336	FX799940.1
Paustralie_3337	FX799939.1
Paustralie_3338	FX799938.1
Paustralie_3339	FX799937.1
Paustralie_3340	FX799936.1
Paustralie_3341	FX799935.1
Paustralie_3342	FX799934.1
Paustralie_3343	FX799933.1
Paustralie_3344	FX799932.1
Paustralie_3345	FX799931.1
Paustralie_3346	FX799930.1
Paustralie_3347	FX799929.1
Paustralie_3348	FX799928.1
Paustralie_3349	FX799927.1
Paustralie_3350	FX799926.1
Paustralie_3351	FX799925.1
Paustralie_3352	FX799924.1
Paustralie_3353	FX799923.1
Paustralie_3354	FX799922.1
Paustralie_3355	FX799921.1
Paustralie_3356	FX799920.1
Paustralie_3357	FX799919.1
Paustralie_3358	FX799918.1
Paustralie_3359	FX799917.1
Paustralie_3360	FX799916.1
Paustralie_3361	FX799915.1
Paustralie_3362	FX799914.1
Paustralie_3363	FX799913.1
Paustralie_3364	FX799912.1
Paustralie_3365	FX799911.1
Paustralie_3366	FX799910.1
Paustralie_3367	FX799909.1
Paustralie_3368	FX799908.1
Paustralie_3369	FX799907.1
Paustralie_3370	FX799906.1
Paustralie_3371	FX799905.1
Paustralie_3372	FX799904.1
Paustralie_3373	FX799903.1
Paustralie_3374	FX799902.1
Paustralie_3375	FX799901.1
Paustralie_3376	FX799900.1
Paustralie_3377	FX799899.1
Paustralie_3378	FX799898.1
Paustralie_3379	FX799897.1
Paustralie_3380	FX799896.1
Paustralie_3381	FX799895.1
Paustralie_3382	FX799894.1
Paustralie_3383	FX799893.1
Paustralie_3384	FX799892.1
Paustralie_3385	FX799891.1
Paustralie_3386	FX799890.1
Paustralie_3387	FX799889.1
Paustralie_3388	FX799888.1
Paustralie_3389	FX799887.1
Paustralie_3390	FX799885.1
Paustralie_3391	FX799884.1
Paustralie_3392	FX799883.1
Paustralie_3393	FX799882.1
Paustralie_3394	FX799881.1
Paustralie_3395	FX799880.1
Paustralie_3396	FX799879.1
Paustralie_3397	FX799878.1
Paustralie_3398	FX799877.1
Paustralie_3399	FX799876.1
Paustralie_3400	FX799875.1
Paustralie_3401	FX799874.1
Paustralie_3402	FX799873.1
Paustralie_3403	FX799872.1
Paustralie_3404	FX799871.1
Paustralie_3405	FX799870.1
Paustralie_3406	FX799869.1
Paustralie_3407	FX799868.1
Paustralie_3408	FX799867.1
Paustralie_3409	FX799866.1
Paustralie_3410	FX799865.1
Paustralie_3411	FX799864.1
Paustralie_3412	FX799863.1
Paustralie_3413	FX799862.1
Paustralie_3414	FX799861.1
Paustralie_3415	FX799860.1
Paustralie_3416	FX799859.1
Paustralie_3417	FX799858.1
Paustralie_3418	FX799857.1
Paustralie_3419	FX799856.1
Paustralie_3420	FX799855.1
Paustralie_3421	FX799854.1
Paustralie_3422	FX799853.1
Paustralie_3423	FX799852.1
Paustralie_3424	FX799851.1
Paustralie_3425	FX799850.1
Paustralie_3426	FX799849.1
Paustralie_3427	FX799848.1
Paustralie_3428	FX799847.1
Paustralie_3429	FX799846.1
Paustralie_3430	FX799845.1
Paustralie_3431	FX799844.1
Paustralie_3432	FX799843.1
Paustralie_3433	FX799842.1
Paustralie_3434	FX799841.1
Paustralie_3435	FX799840.1
Paustralie_3436	FX799839.1
Paustralie_3437	FX799838.1
Paustralie_3438	FX799837.1
Paustralie_3439	FX799836.1
Paustralie_3440	FX799835.1
Paustralie_3441	FX799834.1
Paustralie_3442	FX799833.1
Paustralie_3443	FX799832.1
Paustralie_3444	FX799831.1
Paustralie_3445	FX799830.1
Paustralie_3446	FX799829.1
Paustralie_3447	FX799828.1
Paustralie_3448	FX799827.1
Paustralie_3449	FX799826.1
Paustralie_3450	FX799825.1
Paustralie_3451	FX799824.1
Paustralie_3452	FX799823.1
Paustralie_3453	FX799822.1
Paustralie_3454	FX799821.1
Paustralie_3455	FX799820.1
Paustralie_3456	FX799819.1
Paustralie_3457	FX799818.1
Paustralie_3458	FX799817.1
Paustralie_3459	FX799816.1
Paustralie_3460	FX799815.1
Paustralie_3461	FX799814.1
Paustralie_3462	FX799813.1
Paustralie_3463	FX799812.1
Paustralie_3464	FX799811.1
Paustralie_3465	FX799810.1
Paustralie_3466	FX799809.1
Paustralie_3467	FX799808.1
Paustralie_3468	FX799807.1
Paustralie_3469	FX799806.1
Paustralie_3470	FX799805.1
Paustralie_3471	FX799804.1
Paustralie_3472	FX799803.1
Paustralie_3473	FX799802.1
Paustralie_3474	FX799801.1
Paustralie_3475	FX799800.1
Paustralie_3476	FX799799.1
Paustralie_3477	FX799798.1
Paustralie_3478	FX799797.1
Paustralie_3479	FX799796.1
Paustralie_3480	FX799795.1
Paustralie_3481	FX799794.1
Paustralie_3482	FX799793.1
Paustralie_3483	FX799792.1
Paustralie_3484	FX799791.1
Paustralie_3485	FX799790.1
Paustralie_3486	FX799789.1
Paustralie_3487	FX799788.1
Paustralie_3488	FX799787.1
Paustralie_3489	FX799786.1
Paustralie_3490	FX799785.1
Paustralie_3491	FX799784.1
Paustralie_3492	FX799783.1
Paustralie_3493	FX799782.1
Paustralie_3494	FX799781.1
Paustralie_3495	FX799780.1
Paustralie_3496	FX799779.1
Paustralie_3497	FX799778.1
Paustralie_3498	FX799777.1
Paustralie_3499	FX799776.1
Paustralie_3500	FX799775.1
Paustralie_3501	FX799774.1
Paustralie_3502	FX799773.1
Paustralie_3503	FX799772.1
Paustralie_3504	FX799771.1
Paustralie_3505	FX799770.1
Paustralie_3506	FX799769.1
Paustralie_3507	FX799768.1
Paustralie_3508	FX799767.1
Paustralie_3509	FX799766.1
Paustralie_3510	FX799765.1
Paustralie_3511	FX799764.1
Paustralie_3512	FX799763.1
Paustralie_3513	FX799762.1
Paustralie_3514	FX799761.1
Paustralie_3515	FX799760.1
Paustralie_3516	FX799759.1
Paustralie_3517	FX799758.1
Paustralie_3518	FX799757.1
Paustralie_3519	FX799756.1
Paustralie_3520	FX799755.1
Paustralie_3521	FX799754.1
Paustralie_3522	FX799753.1
Paustralie_3523	FX799752.1
Paustralie_3524	FX799751.1
Paustralie_3525	FX799750.1
Paustralie_3526	FX799749.1
Paustralie_3527	FX799748.1
Paustralie_3528	FX799747.1
Paustralie_3529	FX799746.1
Paustralie_3530	FX799745.1
Paustralie_3531	FX799744.1
Paustralie_3532	FX799743.1
Paustralie_3533	FX799742.1
Paustralie_3534	FX799741.1
Paustralie_3535	FX799740.1
Paustralie_3536	FX799739.1
Paustralie_3537	FX799738.1
Paustralie_3538	FX799737.1
Paustralie_3539	FX799736.1
Paustralie_3540	FX799735.1
Paustralie_3541	FX799734.1
Paustralie_3542	FX799733.1
Paustralie_3543	FX799732.1
Paustralie_3544	FX799731.1
Paustralie_3545	FX799730.1
Paustralie_3546	FX799729.1
Paustralie_3547	FX799728.1
Paustralie_3548	FX799727.1
Paustralie_3549	FX799726.1
Paustralie_3550	FX799725.1
Paustralie_3551	FX799724.1
Paustralie_3552	FX799723.1
Paustralie_3553	FX799722.1
Paustralie_3554	FX799721.1
Paustralie_3555	FX799720.1
Paustralie_3556	FX799719.1
Paustralie_3557	FX799718.1
Paustralie_3558	FX799717.1
Paustralie_3559	FX799716.1
Paustralie_3560	FX799715.1
Paustralie_3561	FX799714.1
Paustralie_3562	FX799713.1
Paustralie_3563	FX799712.1
Paustralie_3564	FX799711.1
Paustralie_3565	FX799710.1
Paustralie_3566	FX799709.1
Paustralie_3567	FX799708.1
Paustralie_3568	FX799707.1
Paustralie_3569	FX799706.1
Paustralie_3570	FX799705.1
Paustralie_3571	FX799704.1
Paustralie_3572	FX799703.1
Paustralie_3573	FX799702.1
Paustralie_3574	FX799701.1
Paustralie_3575	FX799700.1
Paustralie_3576	FX799699.1
Paustralie_3577	FX799698.1
Paustralie_3578	FX799697.1
Paustralie_3579	FX799696.1
Paustralie_3580	FX799695.1
Paustralie_3581	FX799694.1
Paustralie_3582	FX799693.1
Paustralie_3583	FX804242.1
Paustralie_3584	FX804241.1
Paustralie_3585	FX804240.1
Paustralie_3586	FX804239.1
Paustralie_3587	FX804238.1
Paustralie_3588	FX804237.1
Paustralie_3589	FX804236.1
Paustralie_3590	FX804235.1
Paustralie_3591	FX804234.1
Paustralie_3592	FX804233.1
Paustralie_3593	FX804232.1
Paustralie_3594	FX804231.1
Paustralie_3595	FX804230.1
Paustralie_3596	FX804229.1
Paustralie_3597	FX804228.1
Paustralie_3598	FX804227.1
Paustralie_3599	FX804226.1
Paustralie_3600	FX804225.1
Paustralie_3601	FX804224.1
Paustralie_3602	FX804223.1
Paustralie_3603	FX804222.1
Paustralie_3604	FX804221.1
Paustralie_3605	FX804220.1
Paustralie_3606	FX804219.1
Paustralie_3607	FX804218.1
Paustralie_3608	FX804217.1
Paustralie_3609	FX804216.1
Paustralie_3610	FX804215.1
Paustralie_3611	FX804214.1
Paustralie_3612	FX804213.1
Paustralie_3613	FX804212.1
Paustralie_3614	FX804211.1
Paustralie_3615	FX804210.1
Paustralie_3616	FX804209.1
Paustralie_3617	FX804208.1
Paustralie_3618	FX804207.1
Paustralie_3619	FX804206.1
Paustralie_3620	FX804205.1
Paustralie_3621	FX804204.1
Paustralie_3622	FX804203.1
Paustralie_3623	FX804202.1
Paustralie_3624	FX804201.1
Paustralie_3625	FX804200.1
Paustralie_3626	FX804199.1
Paustralie_3627	FX804198.1
Paustralie_3628	FX804197.1
Paustralie_3629	FX804196.1
Paustralie_3630	FX804195.1
Paustralie_3631	FX804194.1
Paustralie_3632	FX804193.1
Paustralie_3633	FX804192.1
Paustralie_3634	FX804191.1
Paustralie_3635	FX804190.1
Paustralie_3636	FX804189.1
Paustralie_3637	FX804188.1
Paustralie_3638	FX804187.1
Paustralie_3639	FX804186.1
Paustralie_3640	FX804185.1
Paustralie_3641	FX804184.1
Paustralie_3642	FX804183.1
Paustralie_3643	FX804182.1
Paustralie_3644	FX804181.1
Paustralie_3645	FX804180.1
Paustralie_3646	FX804179.1
Paustralie_3647	FX804178.1
Paustralie_3648	FX804177.1
Paustralie_3649	FX804176.1
Paustralie_3650	FX804175.1
Paustralie_3651	FX804174.1
Paustralie_3652	FX804173.1
Paustralie_3653	FX804172.1
Paustralie_3654	FX804171.1
Paustralie_3655	FX804170.1
Paustralie_3656	FX804169.1
Paustralie_3657	FX804168.1
Paustralie_3658	FX804167.1
Paustralie_3659	FX804166.1
Paustralie_3660	FX804165.1
Paustralie_3661	FX804164.1
Paustralie_3662	FX804163.1
Paustralie_3663	FX804162.1
Paustralie_3664	FX804161.1
Paustralie_3665	FX804160.1
Paustralie_3666	FX804159.1
Paustralie_3667	FX804158.1
Paustralie_3668	FX804157.1
Paustralie_3669	FX804156.1
Paustralie_3670	FX804155.1
Paustralie_3671	FX804154.1
Paustralie_3672	FX804153.1
Paustralie_3673	FX804152.1
Paustralie_3674	FX804151.1
Paustralie_3675	FX804150.1
Paustralie_3676	FX804149.1
Paustralie_3677	FX804148.1
Paustralie_3678	FX804147.1
Paustralie_3679	FX804146.1
Paustralie_3680	FX804145.1
Paustralie_3681	FX804144.1
Paustralie_3682	FX804143.1
Paustralie_3683	FX804142.1
Paustralie_3684	FX804141.1
Paustralie_3685	FX804140.1
Paustralie_3686	FX804139.1
Paustralie_3687	FX804138.1
Paustralie_3688	FX804137.1
Paustralie_3689	FX804136.1
Paustralie_3690	FX804135.1
Paustralie_3691	FX804134.1
Paustralie_3692	FX804133.1
Paustralie_3693	FX804132.1
Paustralie_3694	FX804131.1
Paustralie_3695	FX804130.1
Paustralie_3696	FX804129.1
Paustralie_3697	FX804128.1
Paustralie_3698	FX804127.1
Paustralie_3699	FX804126.1
Paustralie_3700	FX804125.1
Paustralie_3701	FX804124.1
Paustralie_3702	FX804123.1
Paustralie_3703	FX804122.1
Paustralie_3704	FX804121.1
Paustralie_3705	FX804120.1
Paustralie_3706	FX804119.1
Paustralie_3707	FX804118.1
Paustralie_3708	FX804117.1
Paustralie_3709	FX804116.1
Paustralie_3710	FX804115.1
Paustralie_3711	FX804114.1
Paustralie_3712	FX804113.1
Paustralie_3713	FX804112.1
Paustralie_3714	FX804111.1
Paustralie_3715	FX804110.1
Paustralie_3716	FX804109.1
Paustralie_3717	FX804108.1
Paustralie_3718	FX804107.1
Paustralie_3719	FX804106.1
Paustralie_3720	FX804105.1
Paustralie_3721	FX804104.1
Paustralie_3722	FX804103.1
Paustralie_3723	FX804102.1
Paustralie_3724	FX804101.1
Paustralie_3725	FX804100.1
Paustralie_3726	FX804099.1
Paustralie_3727	FX804098.1
Paustralie_3728	FX804097.1
Paustralie_3729	FX804096.1
Paustralie_3730	FX804095.1
Paustralie_3731	FX804094.1
Paustralie_3732	FX804093.1
Paustralie_3733	FX804092.1
Paustralie_3734	FX804091.1
Paustralie_3735	FX804090.1
Paustralie_3736	FX804089.1
Paustralie_3737	FX804088.1
Paustralie_3738	FX804087.1
Paustralie_3739	FX804086.1
Paustralie_3740	FX804085.1
Paustralie_3741	FX804084.1
Paustralie_3742	FX804083.1
Paustralie_3743	FX804082.1
Paustralie_3744	FX804081.1
Paustralie_3745	FX799692.1
Paustralie_3746	FX799691.1
Paustralie_3747	FX799690.1
Paustralie_3748	FX799689.1
Paustralie_3749	FX799688.1
Paustralie_3750	FX799687.1
Paustralie_3751	FX799686.1
Paustralie_3752	FX799685.1
Paustralie_3753	FX799684.1
Paustralie_3754	FX799683.1
Paustralie_3755	FX799682.1
Paustralie_3756	FX799681.1
Paustralie_3757	FX799680.1
Paustralie_3758	FX799679.1
Paustralie_3759	FX799678.1
Paustralie_3760	FX799677.1
Paustralie_3761	FX799676.1
Paustralie_3762	FX799675.1
Paustralie_3763	FX799674.1
Paustralie_3764	FX799673.1
Paustralie_3765	FX799672.1
Paustralie_3766	FX799671.1
Paustralie_3767	FX799670.1
Paustralie_3768	FX799669.1
Paustralie_3769	FX799668.1
Paustralie_3770	FX799667.1
Paustralie_3771	FX799666.1
Paustralie_3772	FX799665.1
Paustralie_3773	FX799664.1
Paustralie_3774	FX799663.1
Paustralie_3775	FX799662.1
Paustralie_3776	FX799661.1
Paustralie_3777	FX799660.1
Paustralie_3778	FX799659.1
Paustralie_3779	FX799658.1
Paustralie_3780	FX799657.1
Paustralie_3781	FX799656.1
Paustralie_3782	FX799655.1
Paustralie_3783	FX799654.1
Paustralie_3784	FX799653.1
Paustralie_3785	FX799652.1
Paustralie_3786	FX799651.1
Paustralie_3787	FX799650.1
Paustralie_3788	FX799649.1
Paustralie_3789	FX799648.1
Paustralie_3790	FX799647.1
Paustralie_3791	FX799646.1
Paustralie_3792	FX799645.1
Paustralie_3793	FX799644.1
Paustralie_3794	FX799643.1
Paustralie_3795	FX799642.1
Paustralie_3796	FX799641.1
Paustralie_3797	FX799640.1
Paustralie_3798	FX799639.1
Paustralie_3799	FX799638.1
Paustralie_3800	FX799637.1
Paustralie_3801	FX799636.1
Paustralie_3802	FX799635.1
Paustralie_3803	FX799634.1
Paustralie_3804	FX799633.1
Paustralie_3805	FX799632.1
Paustralie_3806	FX799631.1
Paustralie_3807	FX799630.1
Paustralie_3808	FX799629.1
Paustralie_3809	FX799628.1
Paustralie_3810	FX799627.1
Paustralie_3811	FX799626.1
Paustralie_3812	FX799625.1
Paustralie_3813	FX799624.1
Paustralie_3814	FX799623.1
Paustralie_3815	FX799622.1
Paustralie_3816	FX799621.1
Paustralie_3817	FX799620.1
Paustralie_3818	FX799619.1
Paustralie_3819	FX799618.1
Paustralie_3820	FX799617.1
Paustralie_3821	FX799616.1
Paustralie_3822	FX799615.1
Paustralie_3823	FX799614.1
Paustralie_3824	FX799613.1
Paustralie_3825	FX799612.1
Paustralie_3826	FX799611.1
Paustralie_3827	FX799610.1
Paustralie_3828	FX799609.1
Paustralie_3829	FX799608.1
Paustralie_3830	FX799607.1
Paustralie_3831	FX799606.1
Paustralie_3832	FX799605.1
Paustralie_3833	FX799604.1
Paustralie_3834	FX799603.1
Paustralie_3835	FX799602.1
Paustralie_3836	FX799601.1
Paustralie_3837	FX799600.1
Paustralie_3838	FX799599.1
Paustralie_3839	FX799598.1
Paustralie_3840	FX799597.1
Paustralie_3841	FX799596.1
Paustralie_3842	FX799595.1
Paustralie_3843	FX799594.1
Paustralie_3844	FX799593.1
Paustralie_3845	FX799592.1
Paustralie_3846	FX799591.1
Paustralie_3847	FX799590.1
Paustralie_3848	FX799589.1
Paustralie_3849	FX799588.1
Paustralie_3850	FX799587.1
Paustralie_3851	FX799586.1
Paustralie_3852	FX799585.1
Paustralie_3853	FX799584.1
Paustralie_3854	FX799583.1
Paustralie_3855	FX799582.1
Paustralie_3856	FX799581.1
Paustralie_3857	FX799580.1
Paustralie_3858	FX799579.1
Paustralie_3859	FX799578.1
Paustralie_3860	FX799577.1
Paustralie_3861	FX799576.1
Paustralie_3862	FX799575.1
Paustralie_3863	FX799574.1
Paustralie_3864	FX799573.1
Paustralie_3865	FX799572.1
Paustralie_3866	FX799571.1
Paustralie_3867	FX799570.1
Paustralie_3868	FX799569.1
Paustralie_3869	FX799568.1
Paustralie_3870	FX799567.1
Paustralie_3871	FX799566.1
Paustralie_3872	FX799565.1
Paustralie_3873	FX799564.1
Paustralie_3874	FX799563.1
Paustralie_3875	FX799562.1
Paustralie_3876	FX799561.1
Paustralie_3877	FX799560.1
Paustralie_3878	FX799559.1
Paustralie_3879	FX799558.1
Paustralie_3880	FX799557.1
Paustralie_3881	FX799556.1
Paustralie_3882	FX799555.1
Paustralie_3883	FX799554.1
Paustralie_3884	FX799553.1
Paustralie_3885	FX799552.1
Paustralie_3886	FX799551.1
Paustralie_3887	FX799550.1
Paustralie_3888	FX799549.1
Paustralie_3889	FX799548.1
Paustralie_3890	FX799547.1
Paustralie_3891	FX799546.1
Paustralie_3892	FX799545.1
Paustralie_3893	FX799544.1
Paustralie_3894	FX799543.1
Paustralie_3895	FX799542.1
Paustralie_3896	FX799541.1
Paustralie_3897	FX799540.1
Paustralie_3898	FX799539.1
Paustralie_3899	FX799538.1
Paustralie_3900	FX799537.1
Paustralie_3901	FX799536.1
Paustralie_3902	FX799535.1
Paustralie_3903	FX799534.1
Paustralie_3904	FX799533.1
Paustralie_3905	FX799532.1
Paustralie_3906	FX799531.1
Paustralie_3907	FX799530.1
Paustralie_3908	FX799529.1
Paustralie_3909	FX799528.1
Paustralie_3910	FX799527.1
Paustralie_3911	FX799526.1
Paustralie_3912	FX799525.1
Paustralie_3913	FX799524.1
Paustralie_3914	FX799523.1
Paustralie_3915	FX799522.1
Paustralie_3916	FX799521.1
Paustralie_3917	FX799520.1
Paustralie_3918	FX799519.1
Paustralie_3919	FX799518.1
Paustralie_3920	FX799517.1
Paustralie_3921	FX799516.1
Paustralie_3922	FX799515.1
Paustralie_3923	FX799514.1
Paustralie_3924	FX799513.1
Paustralie_3925	FX799512.1
Paustralie_3926	FX799511.1
Paustralie_3927	FX799510.1
Paustralie_3928	FX799509.1
Paustralie_3929	FX799508.1
Paustralie_3930	FX799507.1
Paustralie_3931	FX799506.1
Paustralie_3932	FX799505.1
Paustralie_3933	FX799504.1
Paustralie_3934	FX799503.1
Paustralie_3935	FX799502.1
Paustralie_3936	FX799501.1
Paustralie_3937	FX799500.1
Paustralie_3938	FX799499.1
Paustralie_3939	FX799498.1
Paustralie_3940	FX799497.1
Paustralie_3941	FX799496.1
Paustralie_3942	FX799495.1
Paustralie_3943	FX804080.1
Paustralie_3944	FX799494.1
Paustralie_3945	FX804079.1
Paustralie_3946	FX804078.1
Paustralie_3947	FX804077.1
Paustralie_3948	FX804076.1
Paustralie_3949	FX804075.1
Paustralie_3950	FX804074.1
Paustralie_3951	FX804073.1
Paustralie_3952	FX804072.1
Paustralie_3953	FX804071.1
Paustralie_3954	FX804070.1
Paustralie_3955	FX804069.1
Paustralie_3956	FX804068.1
Paustralie_3957	FX804067.1
Paustralie_3958	FX804066.1
Paustralie_3959	FX804065.1
Paustralie_3960	FX804064.1
Paustralie_3961	FX804063.1
Paustralie_3962	FX804062.1
Paustralie_3963	FX804061.1
Paustralie_3964	FX804060.1
Paustralie_3965	FX804059.1
Paustralie_3966	FX804058.1
Paustralie_3967	FX804057.1
Paustralie_3968	FX804056.1
Paustralie_3969	FX804055.1
Paustralie_3970	FX804054.1
Paustralie_3971	FX804053.1
Paustralie_3972	FX804052.1
Paustralie_3973	FX804051.1
Paustralie_3974	FX804050.1
Paustralie_3975	FX804049.1
Paustralie_3976	FX804048.1
Paustralie_3977	FX804047.1
Paustralie_3978	FX804046.1
Paustralie_3979	FX804045.1
Paustralie_3980	FX804044.1
Paustralie_3981	FX804043.1
Paustralie_3982	FX804042.1
Paustralie_3983	FX804041.1
Paustralie_3984	FX804040.1
Paustralie_3985	FX804039.1
Paustralie_3986	FX804038.1
Paustralie_3987	FX804037.1
Paustralie_3988	FX804036.1
Paustralie_3989	FX804035.1
Paustralie_3990	FX804034.1
Paustralie_3991	FX804033.1
Paustralie_3992	FX804032.1
Paustralie_3993	FX804031.1
Paustralie_3994	FX804030.1
Paustralie_3995	FX804029.1
Paustralie_3996	FX804028.1
Paustralie_3997	FX804027.1
Paustralie_3998	FX804026.1
Paustralie_3999	FX804025.1
Paustralie_4000	FX804024.1
Paustralie_4001	FX804023.1
Paustralie_4002	FX804022.1
Paustralie_4003	FX804021.1
Paustralie_4004	FX804020.1
Paustralie_4005	FX804019.1
Paustralie_4006	FX804018.1
Paustralie_4007	FX804017.1
Paustralie_4008	FX804016.1
Paustralie_4009	FX804015.1
Paustralie_4010	FX804014.1
